Species	Sample	Raw_abund	Rel_abund
species_805	S10_BML	1	0.0595948
species_806	S10_BML	1	0.0595948
species_806	S25_SRF	1	0.0933707
species_806	S8_BML	1	0.0896861
species_807	S8_BML	1	0.0896861
species_807	S8_SRF	1	0.13459
species_808	S26_BML	1	0.114025
species_809	S26_BML	2	0.22805
species_81	S25_SRF	1	0.0933707
species_810	S10_BML	1	0.0595948
species_811	S25_SRF	1	0.0933707
species_812	S10_SRF	2	0.1207
species_813	S8_SRF	1	0.13459
species_814	S10_BML	2	0.11919
species_814	S25_SRF	1	0.0933707
species_814	S26_BML	2	0.22805
species_814	S26_SRF	1	0.0873362
species_814	S8_BML	2	0.179372
species_814	S8_SRF	2	0.269179
species_815	S25_BML	1	0.0981354
species_816	S10_BML	1	0.0595948
species_816	S25_BML	1	0.0981354
species_816	S8_SRF	1	0.13459
species_817	S10_SRF	1	0.06035
species_818	S26_BML	1	0.114025
species_818	S8_SRF	1	0.13459
species_819	S25_BML	1	0.0981354
species_819	S25_SRF	1	0.0933707
species_82	S10_BML	2	0.11919
species_820	S25_BML	1	0.0981354
species_821	S10_BML	2	0.11919
species_821	S25_BML	1	0.0981354
species_821	S25_SRF	1	0.0933707
species_821	S26_BML	5	0.570125
species_821	S8_BML	1	0.0896861
species_821	S8_SRF	1	0.13459
species_822	S8_BML	1	0.0896861
species_823	S26_SRF	1	0.0873362
species_824	S10_BML	1	0.0595948
species_824	S10_SRF	1	0.06035
species_824	S25_BML	2	0.196271
species_824	S25_SRF	4	0.373483
species_824	S26_BML	1	0.114025
species_824	S26_SRF	6	0.524017
species_824	S8_BML	5	0.44843
species_824	S8_SRF	2	0.269179
species_825	S25_BML	2	0.196271
species_826	S10_SRF	1	0.06035
species_827	S10_BML	4	0.238379
species_827	S10_SRF	7	0.42245
species_827	S25_BML	1	0.0981354
species_827	S25_SRF	5	0.466853
species_827	S26_BML	2	0.22805
species_827	S26_SRF	6	0.524017
species_827	S8_BML	3	0.269058
species_827	S8_SRF	2	0.269179
species_828	S26_BML	1	0.114025
species_828	S26_SRF	1	0.0873362
species_828	S8_BML	4	0.358744
species_829	S8_BML	1	0.0896861
species_83	S26_BML	2	0.22805
species_83	S26_SRF	4	0.349345
species_83	S8_SRF	2	0.269179
species_830	S10_BML	1	0.0595948
species_830	S26_SRF	1	0.0873362
species_831	S10_BML	2	0.11919
species_831	S26_BML	1	0.114025
species_831	S26_SRF	2	0.174672
species_831	S8_BML	4	0.358744
species_831	S8_SRF	1	0.13459
species_832	S26_BML	1	0.114025
species_833	S26_BML	1	0.114025
species_833	S26_SRF	2	0.174672
species_833	S8_BML	1	0.0896861
species_833	S8_SRF	1	0.13459
species_834	S10_BML	1	0.0595948
species_835	S10_BML	1	0.0595948
species_835	S10_SRF	1	0.06035
species_835	S26_BML	1	0.114025
species_835	S26_SRF	1	0.0873362
species_836	S10_BML	2	0.11919
species_837	S26_BML	1	0.114025
species_837	S8_BML	1	0.0896861
species_838	S10_SRF	1	0.06035
species_839	S10_BML	1	0.0595948
species_839	S10_SRF	1	0.06035
species_839	S25_BML	1	0.0981354
species_839	S26_SRF	1	0.0873362
species_84	S10_BML	1	0.0595948
species_84	S25_SRF	1	0.0933707
species_84	S26_BML	2	0.22805
species_84	S8_BML	1	0.0896861
species_840	S10_BML	1	0.0595948
species_840	S26_SRF	1	0.0873362
species_841	S10_BML	1	0.0595948
species_842	S10_BML	2	0.11919
species_842	S10_SRF	2	0.1207
species_842	S25_SRF	1	0.0933707
species_842	S26_SRF	2	0.174672
species_843	S10_SRF	1	0.06035
species_844	S25_BML	1	0.0981354
species_845	S26_SRF	1	0.0873362
species_845	S8_BML	1	0.0896861
species_846	S26_BML	1	0.114025
species_847	S10_BML	7	0.417163
species_847	S10_SRF	1	0.06035
species_847	S25_BML	1	0.0981354
species_847	S25_SRF	3	0.280112
species_847	S26_BML	4	0.4561
species_847	S26_SRF	7	0.611354
species_847	S8_BML	5	0.44843
species_847	S8_SRF	4	0.538358
species_848	S25_SRF	1	0.0933707
species_849	S10_SRF	2	0.1207
species_849	S25_SRF	1	0.0933707
species_849	S26_SRF	5	0.436681
species_849	S8_BML	5	0.44843
species_85	S8_SRF	1	0.13459
species_850	S25_BML	1	0.0981354
species_850	S26_BML	1	0.114025
species_850	S8_BML	1	0.0896861
species_850	S8_SRF	2	0.269179
species_851	S10_BML	1	0.0595948
species_852	S25_SRF	1	0.0933707
species_853	S25_BML	1	0.0981354
species_853	S8_BML	1	0.0896861
species_854	S10_BML	3	0.178784
species_854	S10_SRF	5	0.30175
species_854	S25_BML	8	0.785083
species_854	S25_SRF	1	0.0933707
species_854	S26_BML	4	0.4561
species_854	S26_SRF	3	0.262009
species_854	S8_BML	3	0.269058
species_854	S8_SRF	3	0.403769
species_855	S10_SRF	3	0.18105
species_856	S8_BML	1	0.0896861
species_857	S26_SRF	1	0.0873362
species_858	S25_BML	1	0.0981354
species_859	S10_SRF	6	0.3621
species_859	S25_SRF	1	0.0933707
species_86	S26_SRF	1	0.0873362
species_86	S8_BML	1	0.0896861
species_860	S10_BML	2	0.11919
species_860	S10_SRF	1	0.06035
species_860	S25_SRF	2	0.186741
species_861	S10_BML	3	0.178784
species_861	S25_SRF	2	0.186741
species_861	S26_BML	2	0.22805
species_861	S26_SRF	1	0.0873362
species_861	S8_BML	17	1.52466
species_861	S8_SRF	8	1.07672
species_862	S26_BML	1	0.114025
species_863	S10_BML	2	0.11919
species_863	S25_BML	1	0.0981354
species_863	S26_BML	1	0.114025
species_863	S26_SRF	1	0.0873362
species_863	S8_BML	1	0.0896861
species_863	S8_SRF	1	0.13459
species_864	S10_SRF	1	0.06035
species_865	S25_SRF	1	0.0933707
species_865	S26_BML	1	0.114025
species_866	S10_BML	15	0.893921
species_866	S10_SRF	3	0.18105
species_866	S25_BML	3	0.294406
species_866	S25_SRF	3	0.280112
species_866	S26_BML	1	0.114025
species_866	S26_SRF	1	0.0873362
species_866	S8_BML	6	0.538117
species_866	S8_SRF	3	0.403769
species_867	S10_SRF	1	0.06035
species_868	S10_SRF	1	0.06035
species_868	S25_SRF	1	0.0933707
species_868	S26_SRF	1	0.0873362
species_869	S10_BML	1	0.0595948
species_87	S8_SRF	1	0.13459
species_870	S10_BML	1	0.0595948
species_871	S10_BML	1	0.0595948
species_872	S10_BML	1	0.0595948
species_873	S25_SRF	1	0.0933707
species_874	S26_BML	1	0.114025
species_874	S26_SRF	1	0.0873362
species_874	S8_BML	1	0.0896861
species_875	S25_SRF	1	0.0933707
species_876	S10_BML	4	0.238379
species_876	S10_SRF	1	0.06035
species_876	S25_BML	6	0.588813
species_876	S25_SRF	5	0.466853
species_876	S26_BML	4	0.4561
species_876	S26_SRF	9	0.786026
species_876	S8_BML	2	0.179372
species_876	S8_SRF	2	0.269179
species_877	S8_SRF	1	0.13459
species_878	S10_SRF	1	0.06035
species_878	S25_BML	2	0.196271
species_878	S26_BML	9	1.02623
species_878	S26_SRF	7	0.611354
species_878	S8_BML	4	0.358744
species_879	S25_BML	1	0.0981354
species_88	S26_SRF	1	0.0873362
species_880	S10_SRF	1	0.06035
species_881	S10_BML	1	0.0595948
species_881	S10_SRF	1	0.06035
species_881	S25_BML	1	0.0981354
species_881	S26_SRF	1	0.0873362
species_881	S8_BML	2	0.179372
species_882	S25_BML	7	0.686948
species_883	S8_SRF	1	0.13459
species_884	S10_BML	2	0.11919
species_884	S10_SRF	3	0.18105
species_885	S26_SRF	1	0.0873362
species_886	S8_SRF	1	0.13459
species_887	S26_SRF	1	0.0873362
species_888	S25_SRF	1	0.0933707
species_888	S8_BML	2	0.179372
species_888	S8_SRF	1	0.13459
species_889	S25_SRF	1	0.0933707
species_89	S10_BML	3	0.178784
species_89	S10_SRF	1	0.06035
species_89	S25_BML	1	0.0981354
species_89	S25_SRF	1	0.0933707
species_89	S26_BML	1	0.114025
species_89	S26_SRF	3	0.262009
species_89	S8_BML	1	0.0896861
species_89	S8_SRF	1	0.13459
species_890	S25_BML	2	0.196271
species_891	S25_SRF	1	0.0933707
species_892	S25_BML	1	0.0981354
species_893	S25_BML	1	0.0981354
species_894	S10_BML	4	0.238379
species_894	S25_SRF	3	0.280112
species_894	S26_BML	2	0.22805
species_894	S8_BML	3	0.269058
species_894	S8_SRF	2	0.269179
species_895	S10_BML	1	0.0595948
species_895	S10_SRF	3	0.18105
species_895	S25_SRF	1	0.0933707
species_896	S10_SRF	1	0.06035
species_897	S26_BML	1	0.114025
species_898	S10_SRF	1	0.06035
species_898	S25_BML	1	0.0981354
species_898	S25_SRF	1	0.0933707
species_898	S8_BML	1	0.0896861
species_899	S10_BML	1	0.0595948
species_899	S25_BML	1	0.0981354
species_899	S25_SRF	1	0.0933707
species_9	S25_SRF	1	0.0933707
species_9	S26_BML	1	0.114025
species_9	S26_SRF	1	0.0873362
species_90	S10_BML	1	0.0595948
species_900	S10_BML	3	0.178784
species_900	S25_BML	1	0.0981354
species_900	S26_BML	1	0.114025
species_900	S26_SRF	2	0.174672
species_900	S8_BML	1	0.0896861
species_900	S8_SRF	1	0.13459
species_901	S8_BML	1	0.0896861
species_902	S26_SRF	1	0.0873362
species_903	S26_BML	1	0.114025
species_903	S26_SRF	1	0.0873362
species_904	S10_BML	1	0.0595948
species_904	S25_BML	1	0.0981354
species_904	S8_BML	1	0.0896861
species_905	S25_SRF	1	0.0933707
species_906	S10_BML	1	0.0595948
species_907	S8_SRF	1	0.13459
species_908	S10_BML	1	0.0595948
species_908	S26_BML	2	0.22805
species_909	S26_SRF	1	0.0873362
species_91	S25_SRF	1	0.0933707
species_910	S10_SRF	1	0.06035
species_911	S10_BML	1	0.0595948
species_912	S26_BML	4	0.4561
species_913	S26_BML	1	0.114025
species_914	S25_BML	1	0.0981354
species_914	S26_BML	1	0.114025
species_914	S26_SRF	1	0.0873362
species_915	S8_BML	1	0.0896861
species_916	S25_SRF	1	0.0933707
species_917	S26_BML	1	0.114025
species_918	S25_SRF	1	0.0933707
species_919	S10_BML	4	0.238379
species_919	S10_SRF	44	2.6554
species_919	S25_BML	2	0.196271
species_919	S25_SRF	1	0.0933707
species_92	S25_BML	1	0.0981354
species_920	S26_SRF	1	0.0873362
species_921	S10_BML	1	0.0595948
species_922	S10_BML	4	0.238379
species_922	S10_SRF	1	0.06035
species_922	S25_SRF	1	0.0933707
species_922	S26_BML	3	0.342075
species_922	S26_SRF	4	0.349345
species_922	S8_BML	2	0.179372
species_923	S25_SRF	1	0.0933707
species_924	S8_BML	1	0.0896861
species_924	S8_SRF	1	0.13459
species_925	S26_BML	1	0.114025
species_925	S26_SRF	1	0.0873362
species_926	S10_BML	1	0.0595948
species_926	S10_SRF	16	0.9656
species_926	S8_BML	1	0.0896861
species_927	S25_SRF	1	0.0933707
species_928	S25_SRF	1	0.0933707
species_929	S8_BML	1	0.0896861
species_93	S10_BML	1	0.0595948
species_93	S25_SRF	1	0.0933707
species_930	S10_BML	10	0.595948
species_930	S10_SRF	7	0.42245
species_930	S25_BML	1	0.0981354
species_930	S25_SRF	3	0.280112
species_930	S26_BML	3	0.342075
species_930	S26_SRF	2	0.174672
species_930	S8_BML	5	0.44843
species_930	S8_SRF	3	0.403769
species_931	S10_BML	9	0.536353
species_931	S10_SRF	3	0.18105
species_931	S25_BML	1	0.0981354
species_931	S25_SRF	2	0.186741
species_931	S26_BML	4	0.4561
species_931	S26_SRF	2	0.174672
species_931	S8_BML	1	0.0896861
species_931	S8_SRF	1	0.13459
species_932	S8_BML	1	0.0896861
species_933	S25_BML	3	0.294406
species_933	S25_SRF	1	0.0933707
species_934	S25_BML	1	0.0981354
species_935	S26_SRF	1	0.0873362
species_936	S10_BML	1	0.0595948
species_937	S8_BML	1	0.0896861
species_938	S10_BML	2	0.11919
species_939	S25_SRF	1	0.0933707
species_94	S25_BML	1	0.0981354
species_94	S8_BML	1	0.0896861
species_940	S25_SRF	1	0.0933707
species_941	S10_BML	1	0.0595948
species_942	S10_BML	4	0.238379
species_942	S10_SRF	2	0.1207
species_942	S25_SRF	1	0.0933707
species_943	S10_SRF	2	0.1207
species_944	S10_BML	1	0.0595948
species_945	S26_SRF	1	0.0873362
species_945	S8_SRF	1	0.13459
species_946	S10_BML	1	0.0595948
species_946	S25_SRF	1	0.0933707
species_947	S26_BML	1	0.114025
species_948	S25_BML	1	0.0981354
species_948	S8_BML	1	0.0896861
species_949	S10_BML	2	0.11919
species_949	S25_SRF	1	0.0933707
species_949	S26_BML	1	0.114025
species_949	S8_BML	15	1.34529
species_949	S8_SRF	3	0.403769
species_95	S10_SRF	1	0.06035
species_950	S10_SRF	2	0.1207
species_951	S8_SRF	1	0.13459
species_952	S10_SRF	1	0.06035
species_952	S26_BML	2	0.22805
species_952	S26_SRF	2	0.174672
species_952	S8_BML	1	0.0896861
species_953	S25_SRF	2	0.186741
species_954	S10_SRF	1	0.06035
species_955	S10_BML	1	0.0595948
species_955	S25_BML	5	0.490677
species_956	S8_SRF	1	0.13459
species_957	S10_BML	1	0.0595948
species_958	S25_SRF	1	0.0933707
species_958	S26_SRF	2	0.174672
species_958	S8_BML	1	0.0896861
species_959	S10_BML	1	0.0595948
species_96	S8_BML	1	0.0896861
species_960	S10_BML	2	0.11919
species_960	S26_BML	2	0.22805
species_960	S8_SRF	2	0.269179
species_961	S10_BML	4	0.238379
species_961	S25_SRF	1	0.0933707
species_961	S26_SRF	1	0.0873362
species_962	S10_BML	45	2.68176
species_962	S10_SRF	45	2.71575
species_962	S25_BML	5	0.490677
species_962	S25_SRF	16	1.49393
species_962	S26_BML	2	0.22805
species_962	S8_BML	2	0.179372
species_962	S8_SRF	7	0.942127
species_963	S10_SRF	1	0.06035
species_963	S25_SRF	1	0.0933707
species_963	S8_SRF	2	0.269179
species_964	S26_BML	1	0.114025
species_965	S10_SRF	1	0.06035
species_966	S8_BML	1	0.0896861
species_967	S10_SRF	1	0.06035
species_968	S10_SRF	1	0.06035
species_969	S10_BML	1	0.0595948
species_97	S8_BML	1	0.0896861
species_970	S26_SRF	1	0.0873362
species_970	S8_SRF	1	0.13459
species_971	S8_BML	2	0.179372
species_972	S8_SRF	1	0.13459
species_973	S10_BML	16	0.953516
species_973	S10_SRF	14	0.8449
species_973	S25_BML	2	0.196271
species_973	S25_SRF	1	0.0933707
species_973	S26_BML	3	0.342075
species_973	S26_SRF	3	0.262009
species_973	S8_BML	1	0.0896861
species_973	S8_SRF	3	0.403769
species_974	S25_SRF	1	0.0933707
species_974	S26_BML	1	0.114025
species_974	S8_SRF	2	0.269179
species_975	S10_SRF	2	0.1207
species_976	S10_BML	1	0.0595948
species_977	S10_BML	1	0.0595948
species_977	S26_SRF	1	0.0873362
species_977	S8_BML	1	0.0896861
species_977	S8_SRF	2	0.269179
species_978	S10_BML	22	1.31108
species_978	S10_SRF	72	4.3452
species_978	S25_BML	4	0.392542
species_978	S25_SRF	7	0.653595
species_978	S26_BML	19	2.16648
species_978	S26_SRF	33	2.8821
species_978	S8_BML	4	0.358744
species_978	S8_SRF	7	0.942127
species_979	S10_BML	1	0.0595948
species_98	S10_BML	1	0.0595948
species_98	S26_BML	3	0.342075
species_98	S26_SRF	1	0.0873362
species_98	S8_SRF	1	0.13459
species_980	S25_BML	1	0.0981354
species_980	S26_SRF	1	0.0873362
species_981	S10_BML	2	0.11919
species_981	S26_BML	4	0.4561
species_981	S26_SRF	1	0.0873362
species_981	S8_BML	1	0.0896861
species_981	S8_SRF	1	0.13459
species_982	S10_BML	2	0.11919
species_982	S25_SRF	1	0.0933707
species_982	S26_BML	1	0.114025
species_983	S10_BML	2	0.11919
species_983	S10_SRF	1	0.06035
species_983	S25_SRF	1	0.0933707
species_983	S26_BML	2	0.22805
species_983	S26_SRF	1	0.0873362
species_983	S8_BML	1	0.0896861
species_984	S10_BML	1	0.0595948
species_985	S26_BML	1	0.114025
species_986	S26_BML	1	0.114025
species_987	S10_BML	9	0.536353
species_987	S10_SRF	1	0.06035
species_987	S25_SRF	1	0.0933707
species_987	S8_BML	2	0.179372
species_988	S10_BML	4	0.238379
species_988	S10_SRF	2	0.1207
species_988	S25_SRF	1	0.0933707
species_989	S10_BML	3	0.178784
species_989	S10_SRF	14	0.8449
species_99	S26_SRF	1	0.0873362
species_990	S10_BML	1	0.0595948
species_990	S25_BML	3	0.294406
species_990	S8_BML	1	0.0896861
species_991	S25_BML	1	0.0981354
species_992	S8_SRF	1	0.13459
species_993	S26_BML	1	0.114025
species_994	S25_SRF	1	0.0933707
species_994	S8_SRF	1	0.13459
species_995	S10_BML	3	0.178784
species_995	S10_SRF	14	0.8449
species_995	S25_BML	7	0.686948
species_995	S25_SRF	2	0.186741
species_995	S26_BML	2	0.22805
species_995	S26_SRF	1	0.0873362
species_995	S8_BML	2	0.179372
species_996	S10_BML	2	0.11919
species_997	S10_BML	2	0.11919
species_997	S10_SRF	28	1.6898
species_997	S25_BML	1	0.0981354
species_997	S26_BML	1	0.114025
species_997	S26_SRF	5	0.436681
species_997	S8_BML	1	0.0896861
species_997	S8_SRF	1	0.13459
species_998	S8_SRF	1	0.13459
species_999	S10_BML	8	0.476758
species_999	S10_SRF	4	0.2414
species_999	S25_BML	1	0.0981354
species_999	S25_SRF	2	0.186741
species_999	S26_BML	5	0.570125
species_999	S26_SRF	4	0.349345
species_999	S8_BML	2	0.179372
species_999	S8_SRF	1	0.13459
