Species	Sample	Raw_abund	Rel_abund
species_211	S10_BML	5	0.297974
species_211	S10_SRF	2	0.1207
species_211	S26_SRF	2	0.174672
species_211	S8_BML	1	0.0896861
species_212	S25_SRF	2	0.186741
species_212	S8_BML	1	0.0896861
species_212	S8_SRF	1	0.13459
species_213	S10_BML	1	0.0595948
species_213	S25_BML	3	0.294406
species_213	S25_SRF	1	0.0933707
species_213	S26_BML	1	0.114025
species_213	S26_SRF	1	0.0873362
species_213	S8_BML	5	0.44843
species_213	S8_SRF	2	0.269179
species_214	S10_BML	1	0.0595948
species_214	S25_SRF	1	0.0933707
species_215	S8_SRF	1	0.13459
species_216	S26_SRF	1	0.0873362
species_217	S10_BML	1	0.0595948
species_217	S10_SRF	1	0.06035
species_217	S25_SRF	1	0.0933707
species_217	S26_BML	2	0.22805
species_217	S26_SRF	4	0.349345
species_217	S8_BML	3	0.269058
species_217	S8_SRF	3	0.403769
species_218	S26_BML	1	0.114025
species_219	S10_BML	1	0.0595948
species_22	S10_BML	2	0.11919
species_220	S8_BML	1	0.0896861
species_221	S10_BML	1	0.0595948
species_222	S26_SRF	1	0.0873362
species_223	S8_BML	1	0.0896861
species_224	S10_BML	7	0.417163
species_224	S10_SRF	18	1.0863
species_224	S25_BML	7	0.686948
species_224	S25_SRF	5	0.466853
species_224	S26_BML	3	0.342075
species_224	S26_SRF	3	0.262009
species_224	S8_BML	2	0.179372
species_224	S8_SRF	1	0.13459
species_225	S8_SRF	1	0.13459
species_226	S26_SRF	1	0.0873362
species_227	S26_SRF	1	0.0873362
species_228	S10_SRF	3	0.18105
species_228	S25_SRF	2	0.186741
species_228	S26_BML	1	0.114025
species_228	S8_BML	1	0.0896861
species_228	S8_SRF	1	0.13459
species_229	S10_SRF	1	0.06035
species_23	S10_SRF	1	0.06035
species_23	S26_BML	2	0.22805
species_23	S26_SRF	1	0.0873362
species_23	S8_SRF	2	0.269179
species_230	S8_SRF	1	0.13459
species_231	S26_SRF	1	0.0873362
species_232	S10_SRF	1	0.06035
species_233	S10_BML	2	0.11919
species_233	S25_SRF	2	0.186741
species_233	S26_BML	2	0.22805
species_234	S10_SRF	1	0.06035
species_234	S26_BML	1	0.114025
species_235	S10_SRF	8	0.4828
species_235	S26_BML	1	0.114025
species_235	S26_SRF	1	0.0873362
species_235	S8_BML	1	0.0896861
species_235	S8_SRF	2	0.269179
species_236	S10_BML	1	0.0595948
species_236	S10_SRF	4	0.2414
species_236	S25_BML	1	0.0981354
species_236	S26_BML	1	0.114025
species_236	S26_SRF	1	0.0873362
species_237	S25_SRF	1	0.0933707
species_238	S8_BML	1	0.0896861
species_239	S25_SRF	2	0.186741
species_239	S8_BML	2	0.179372
species_24	S10_BML	4	0.238379
species_24	S10_SRF	2	0.1207
species_24	S25_BML	2	0.196271
species_24	S25_SRF	14	1.30719
species_24	S26_BML	9	1.02623
species_24	S26_SRF	13	1.13537
species_24	S8_BML	15	1.34529
species_24	S8_SRF	11	1.48048
species_240	S10_BML	1	0.0595948
species_240	S10_SRF	5	0.30175
species_240	S25_SRF	1	0.0933707
species_240	S26_BML	3	0.342075
species_240	S26_SRF	3	0.262009
species_240	S8_SRF	1	0.13459
species_241	S10_BML	2	0.11919
species_241	S10_SRF	8	0.4828
species_241	S25_BML	1	0.0981354
species_241	S25_SRF	2	0.186741
species_241	S26_BML	3	0.342075
species_241	S26_SRF	2	0.174672
species_241	S8_BML	2	0.179372
species_242	S10_SRF	1	0.06035
species_242	S26_BML	1	0.114025
species_242	S26_SRF	2	0.174672
species_242	S8_BML	1	0.0896861
species_242	S8_SRF	1	0.13459
species_243	S10_SRF	1	0.06035
species_244	S10_BML	1	0.0595948
species_245	S8_BML	1	0.0896861
species_246	S25_BML	2	0.196271
species_246	S25_SRF	1	0.0933707
species_246	S26_BML	1	0.114025
species_246	S26_SRF	1	0.0873362
species_247	S10_BML	1	0.0595948
species_247	S10_SRF	2	0.1207
species_247	S25_SRF	2	0.186741
species_247	S8_BML	1	0.0896861
species_248	S10_BML	1	0.0595948
species_248	S10_SRF	1	0.06035
species_248	S25_SRF	1	0.0933707
species_249	S8_BML	1	0.0896861
species_25	S10_SRF	2	0.1207
species_250	S10_BML	1	0.0595948
species_251	S26_BML	1	0.114025
species_252	S10_BML	14	0.834327
species_252	S10_SRF	6	0.3621
species_252	S25_BML	3	0.294406
species_252	S25_SRF	6	0.560224
species_252	S26_BML	1	0.114025
species_252	S26_SRF	1	0.0873362
species_252	S8_BML	8	0.717489
species_252	S8_SRF	7	0.942127
species_253	S10_BML	1	0.0595948
species_254	S26_BML	1	0.114025
species_255	S25_SRF	1	0.0933707
species_256	S10_BML	1	0.0595948
species_256	S8_SRF	1	0.13459
species_257	S10_BML	2	0.11919
species_257	S25_BML	11	1.07949
species_257	S25_SRF	4	0.373483
species_257	S26_BML	1	0.114025
species_257	S26_SRF	2	0.174672
species_257	S8_BML	12	1.07623
species_257	S8_SRF	7	0.942127
species_258	S26_BML	1	0.114025
species_259	S25_SRF	1	0.0933707
species_26	S10_SRF	1	0.06035
species_26	S25_BML	1	0.0981354
species_26	S25_SRF	3	0.280112
species_26	S26_BML	2	0.22805
species_26	S26_SRF	5	0.436681
species_26	S8_BML	5	0.44843
species_26	S8_SRF	1	0.13459
species_260	S10_SRF	1	0.06035
species_260	S25_SRF	1	0.0933707
species_260	S26_BML	2	0.22805
species_260	S26_SRF	1	0.0873362
species_260	S8_BML	1	0.0896861
species_261	S25_BML	1	0.0981354
species_262	S26_BML	1	0.114025
species_263	S10_SRF	1	0.06035
species_264	S10_BML	10	0.595948
species_264	S10_SRF	3	0.18105
species_264	S25_BML	7	0.686948
species_264	S25_SRF	13	1.21382
species_264	S26_SRF	2	0.174672
species_264	S8_BML	3	0.269058
species_265	S10_BML	3	0.178784
species_265	S10_SRF	1	0.06035
species_265	S25_SRF	1	0.0933707
species_265	S26_SRF	1	0.0873362
species_266	S26_SRF	1	0.0873362
species_267	S10_BML	2	0.11919
species_267	S10_SRF	3	0.18105
species_268	S10_BML	7	0.417163
species_268	S10_SRF	2	0.1207
species_268	S25_BML	6	0.588813
species_268	S25_SRF	13	1.21382
species_268	S26_BML	1	0.114025
species_268	S26_SRF	5	0.436681
species_268	S8_BML	6	0.538117
species_268	S8_SRF	4	0.538358
species_269	S26_SRF	1	0.0873362
species_27	S26_BML	1	0.114025
species_270	S10_BML	1	0.0595948
species_271	S10_BML	1	0.0595948
species_272	S25_SRF	1	0.0933707
species_273	S10_SRF	1	0.06035
species_274	S8_BML	1	0.0896861
species_275	S25_BML	1	0.0981354
species_275	S26_BML	5	0.570125
species_275	S8_BML	1	0.0896861
species_276	S10_BML	8	0.476758
species_276	S10_SRF	32	1.9312
species_276	S25_BML	6	0.588813
species_276	S25_SRF	4	0.373483
species_276	S26_BML	3	0.342075
species_276	S26_SRF	2	0.174672
species_276	S8_BML	3	0.269058
species_276	S8_SRF	1	0.13459
species_277	S8_BML	1	0.0896861
species_278	S10_BML	35	2.08582
species_278	S10_SRF	25	1.50875
species_278	S25_BML	10	0.981354
species_278	S25_SRF	20	1.86741
species_278	S26_BML	1	0.114025
species_278	S26_SRF	6	0.524017
species_278	S8_BML	5	0.44843
species_278	S8_SRF	6	0.807537
species_279	S25_BML	4	0.392542
species_279	S25_SRF	2	0.186741
species_279	S26_BML	3	0.342075
species_279	S26_SRF	4	0.349345
species_279	S8_BML	5	0.44843
species_279	S8_SRF	2	0.269179
species_28	S8_BML	1	0.0896861
species_280	S10_SRF	1	0.06035
species_280	S25_BML	2	0.196271
species_280	S25_SRF	2	0.186741
species_280	S26_BML	3	0.342075
species_280	S26_SRF	1	0.0873362
species_281	S25_BML	1	0.0981354
species_282	S10_BML	1	0.0595948
species_282	S26_BML	1	0.114025
species_283	S25_SRF	1	0.0933707
species_284	S10_BML	10	0.595948
species_284	S10_SRF	42	2.5347
species_284	S25_SRF	5	0.466853
species_284	S26_SRF	1	0.0873362
species_284	S8_BML	2	0.179372
species_284	S8_SRF	1	0.13459
species_285	S10_SRF	1	0.06035
species_286	S10_BML	5	0.297974
species_286	S10_SRF	1	0.06035
species_286	S25_BML	1	0.0981354
species_287	S8_BML	1	0.0896861
species_287	S8_SRF	3	0.403769
species_288	S25_SRF	1	0.0933707
species_289	S10_SRF	1	0.06035
species_29	S10_BML	1	0.0595948
species_290	S8_BML	1	0.0896861
species_291	S26_BML	1	0.114025
species_291	S26_SRF	1	0.0873362
species_292	S10_BML	1	0.0595948
species_292	S10_SRF	2	0.1207
species_293	S10_BML	1	0.0595948
species_294	S25_SRF	2	0.186741
species_294	S8_BML	1	0.0896861
species_295	S25_BML	1	0.0981354
species_296	S10_BML	1	0.0595948
species_297	S10_BML	5	0.297974
species_297	S25_BML	1	0.0981354
species_297	S25_SRF	1	0.0933707
species_297	S26_BML	1	0.114025
species_297	S8_BML	1	0.0896861
species_298	S10_SRF	7	0.42245
species_298	S25_BML	1	0.0981354
species_298	S25_SRF	1	0.0933707
species_298	S26_BML	1	0.114025
species_298	S26_SRF	4	0.349345
species_298	S8_BML	6	0.538117
species_298	S8_SRF	1	0.13459
species_299	S10_BML	5	0.297974
species_299	S10_SRF	1	0.06035
species_299	S25_BML	1	0.0981354
species_299	S25_SRF	1	0.0933707
species_299	S26_BML	1	0.114025
species_299	S8_SRF	2	0.269179
species_3	S8_BML	1	0.0896861
species_30	S10_BML	6	0.357569
species_30	S10_SRF	1	0.06035
species_30	S25_SRF	5	0.466853
species_30	S26_BML	1	0.114025
species_30	S26_SRF	3	0.262009
species_30	S8_BML	5	0.44843
species_30	S8_SRF	7	0.942127
species_300	S26_SRF	1	0.0873362
species_301	S25_BML	1	0.0981354
species_301	S8_SRF	1	0.13459
species_302	S10_BML	1	0.0595948
species_302	S25_SRF	1	0.0933707
species_302	S26_SRF	1	0.0873362
species_302	S8_BML	1	0.0896861
species_302	S8_SRF	2	0.269179
species_303	S10_BML	54	3.21812
species_303	S10_SRF	24	1.4484
species_303	S25_BML	22	2.15898
species_303	S25_SRF	38	3.54809
species_303	S26_BML	33	3.76283
species_303	S26_SRF	41	3.58079
species_303	S8_BML	40	3.58744
species_303	S8_SRF	23	3.09556
species_304	S10_SRF	1	0.06035
species_305	S10_SRF	1	0.06035
species_306	S10_BML	52	3.09893
species_306	S10_SRF	56	3.3796
species_306	S25_BML	3	0.294406
species_306	S25_SRF	17	1.5873
species_306	S26_BML	8	0.912201
species_306	S26_SRF	16	1.39738
species_306	S8_BML	10	0.896861
species_306	S8_SRF	6	0.807537
species_307	S8_SRF	1	0.13459
species_308	S26_BML	1	0.114025
species_308	S26_SRF	1	0.0873362
species_309	S26_BML	1	0.114025
species_309	S26_SRF	1	0.0873362
species_309	S8_BML	1	0.0896861
species_31	S8_BML	1	0.0896861
species_310	S25_SRF	1	0.0933707
species_311	S10_BML	14	0.834327
species_311	S10_SRF	6	0.3621
species_311	S25_BML	10	0.981354
species_311	S25_SRF	11	1.02708
species_311	S26_BML	4	0.4561
species_311	S26_SRF	14	1.22271
species_311	S8_BML	19	1.70404
species_311	S8_SRF	7	0.942127
species_312	S25_SRF	1	0.0933707
species_313	S25_SRF	1	0.0933707
species_314	S25_BML	1	0.0981354
species_315	S10_BML	3	0.178784
species_315	S10_SRF	38	2.2933
species_316	S10_SRF	1	0.06035
species_317	S26_BML	1	0.114025
species_317	S26_SRF	1	0.0873362
species_318	S25_BML	1	0.0981354
species_319	S10_BML	1	0.0595948
species_319	S25_SRF	1	0.0933707
species_319	S8_BML	1	0.0896861
species_32	S10_BML	1	0.0595948
species_32	S25_SRF	1	0.0933707
species_32	S26_BML	1	0.114025
species_320	S10_BML	1	0.0595948
species_320	S25_SRF	2	0.186741
species_320	S26_SRF	2	0.174672
species_320	S8_BML	3	0.269058
species_320	S8_SRF	3	0.403769
species_321	S8_BML	2	0.179372
species_321	S8_SRF	1	0.13459
species_322	S26_BML	1	0.114025
species_322	S8_BML	1	0.0896861
species_323	S8_BML	1	0.0896861
species_324	S26_SRF	1	0.0873362
species_325	S10_SRF	1	0.06035
species_325	S25_SRF	1	0.0933707
species_325	S26_BML	2	0.22805
species_325	S8_BML	1	0.0896861
species_326	S25_SRF	1	0.0933707
species_327	S8_BML	1	0.0896861
species_328	S10_BML	2	0.11919
species_329	S10_BML	1	0.0595948
species_329	S25_SRF	2	0.186741
species_329	S26_SRF	1	0.0873362
species_33	S26_BML	1	0.114025
species_330	S25_BML	1	0.0981354
species_331	S26_SRF	1	0.0873362
species_332	S26_BML	1	0.114025
species_332	S8_BML	1	0.0896861
species_333	S10_BML	2	0.11919
species_333	S10_SRF	3	0.18105
species_333	S25_SRF	3	0.280112
species_333	S8_SRF	1	0.13459
species_334	S10_BML	4	0.238379
species_334	S25_BML	2	0.196271
species_334	S25_SRF	2	0.186741
species_334	S8_SRF	1	0.13459
species_335	S8_BML	1	0.0896861
species_336	S10_BML	2	0.11919
species_336	S10_SRF	2	0.1207
species_336	S25_BML	3	0.294406
species_336	S25_SRF	4	0.373483
species_336	S26_BML	2	0.22805
species_336	S26_SRF	5	0.436681
species_336	S8_BML	3	0.269058
species_336	S8_SRF	3	0.403769
species_337	S10_BML	1	0.0595948
species_337	S25_SRF	1	0.0933707
species_338	S26_BML	2	0.22805
species_338	S26_SRF	2	0.174672
species_338	S8_BML	2	0.179372
species_338	S8_SRF	1	0.13459
species_339	S10_BML	2	0.11919
species_339	S10_SRF	1	0.06035
species_339	S8_BML	1	0.0896861
species_339	S8_SRF	1	0.13459
species_34	S10_SRF	2	0.1207
species_34	S25_SRF	1	0.0933707
species_340	S8_BML	1	0.0896861
species_341	S10_BML	2	0.11919
species_341	S25_BML	1	0.0981354
species_341	S25_SRF	1	0.0933707
species_341	S26_BML	6	0.684151
species_341	S26_SRF	3	0.262009
species_341	S8_BML	6	0.538117
species_341	S8_SRF	5	0.672948
species_342	S26_BML	1	0.114025
species_343	S25_SRF	1	0.0933707
species_343	S26_SRF	3	0.262009
species_343	S8_BML	1	0.0896861
species_344	S10_BML	19	1.1323
species_344	S10_SRF	40	2.414
species_344	S25_BML	4	0.392542
species_344	S25_SRF	11	1.02708
species_344	S26_BML	5	0.570125
species_344	S26_SRF	5	0.436681
species_344	S8_BML	12	1.07623
species_344	S8_SRF	5	0.672948
species_345	S25_BML	1	0.0981354
species_345	S26_SRF	3	0.262009
species_345	S8_BML	2	0.179372
species_345	S8_SRF	1	0.13459
species_346	S8_BML	1	0.0896861
species_347	S10_BML	2	0.11919
species_347	S10_SRF	2	0.1207
species_347	S26_BML	1	0.114025
species_347	S8_BML	1	0.0896861
species_348	S10_BML	1	0.0595948
species_349	S26_SRF	1	0.0873362
species_35	S10_BML	2	0.11919
species_35	S26_BML	1	0.114025
species_350	S26_BML	1	0.114025
species_351	S8_BML	1	0.0896861
species_352	S10_SRF	1	0.06035
species_353	S10_BML	1	0.0595948
species_354	S26_SRF	1	0.0873362
species_355	S25_BML	1	0.0981354
species_356	S26_BML	1	0.114025
species_357	S10_BML	1	0.0595948
species_358	S8_BML	1	0.0896861
species_359	S26_BML	1	0.114025
species_36	S26_BML	1	0.114025
species_360	S26_SRF	1	0.0873362
species_361	S26_BML	1	0.114025
species_362	S10_BML	1	0.0595948
species_363	S10_BML	2	0.11919
species_363	S10_SRF	1	0.06035
species_363	S25_BML	1	0.0981354
species_363	S25_SRF	6	0.560224
species_363	S26_BML	2	0.22805
species_363	S8_BML	5	0.44843
species_363	S8_SRF	1	0.13459
species_364	S8_SRF	1	0.13459
species_365	S26_SRF	1	0.0873362
species_366	S10_SRF	6	0.3621
species_366	S25_SRF	1	0.0933707
species_366	S26_BML	2	0.22805
species_366	S26_SRF	1	0.0873362
species_366	S8_BML	2	0.179372
species_366	S8_SRF	2	0.269179
species_367	S10_BML	1	0.0595948
species_368	S10_SRF	1	0.06035
species_368	S8_SRF	1	0.13459
species_369	S10_BML	1	0.0595948
species_37	S25_SRF	1	0.0933707
species_370	S10_SRF	1	0.06035
species_370	S25_SRF	1	0.0933707
species_370	S26_BML	1	0.114025
species_370	S8_BML	1	0.0896861
species_370	S8_SRF	1	0.13459
species_371	S8_BML	1	0.0896861
species_372	S25_SRF	1	0.0933707
species_373	S10_SRF	1	0.06035
species_374	S8_BML	1	0.0896861
species_375	S26_BML	1	0.114025
species_376	S10_SRF	5	0.30175
species_376	S26_SRF	1	0.0873362
species_377	S10_BML	1	0.0595948
species_377	S26_BML	1	0.114025
species_377	S26_SRF	1	0.0873362
species_377	S8_BML	1	0.0896861
species_378	S10_BML	6	0.357569
species_378	S10_SRF	4	0.2414
species_378	S25_BML	1	0.0981354
species_378	S25_SRF	1	0.0933707
species_378	S26_BML	3	0.342075
species_378	S26_SRF	3	0.262009
species_378	S8_BML	4	0.358744
species_378	S8_SRF	2	0.269179
species_379	S8_BML	1	0.0896861
species_38	S26_SRF	1	0.0873362
species_380	S10_BML	24	1.43027
species_380	S10_SRF	11	0.66385
species_380	S25_BML	6	0.588813
species_380	S25_SRF	14	1.30719
species_380	S26_BML	3	0.342075
species_380	S26_SRF	7	0.611354
species_380	S8_BML	3	0.269058
species_380	S8_SRF	6	0.807537
species_381	S10_BML	2	0.11919
species_381	S10_SRF	1	0.06035
species_382	S8_SRF	1	0.13459
species_383	S8_BML	1	0.0896861
species_384	S26_SRF	2	0.174672
species_384	S8_SRF	2	0.269179
species_385	S10_SRF	1	0.06035
species_386	S25_BML	1	0.0981354
species_386	S26_SRF	1	0.0873362
species_387	S10_SRF	1	0.06035
species_388	S10_BML	1	0.0595948
species_388	S10_SRF	1	0.06035
species_389	S25_SRF	1	0.0933707
species_39	S8_BML	1	0.0896861
species_390	S10_BML	1	0.0595948
species_390	S25_BML	1	0.0981354
species_390	S25_SRF	1	0.0933707
species_390	S26_BML	1	0.114025
species_390	S8_BML	4	0.358744
species_391	S10_BML	6	0.357569
species_391	S25_BML	3	0.294406
species_391	S25_SRF	4	0.373483
species_391	S26_BML	10	1.14025
species_391	S26_SRF	16	1.39738
species_391	S8_BML	25	2.24215
species_391	S8_SRF	11	1.48048
species_392	S26_SRF	1	0.0873362
species_392	S8_BML	1	0.0896861
species_393	S10_BML	1	0.0595948
species_393	S10_SRF	1	0.06035
species_393	S26_BML	1	0.114025
species_394	S10_BML	1	0.0595948
species_394	S10_SRF	1	0.06035
species_395	S8_SRF	1	0.13459
species_396	S26_BML	2	0.22805
species_397	S10_SRF	1	0.06035
species_397	S25_BML	1	0.0981354
species_397	S26_SRF	1	0.0873362
species_397	S8_BML	3	0.269058
species_397	S8_SRF	1	0.13459
species_398	S8_BML	1	0.0896861
species_399	S26_BML	1	0.114025
species_4	S10_BML	1	0.0595948
species_4	S10_SRF	1	0.06035
species_40	S8_BML	2	0.179372
species_400	S26_SRF	1	0.0873362
species_401	S10_BML	3	0.178784
species_401	S25_SRF	1	0.0933707
species_401	S26_SRF	2	0.174672
species_401	S8_SRF	2	0.269179
species_402	S10_SRF	1	0.06035
species_403	S10_BML	1	0.0595948
species_403	S10_SRF	3	0.18105
species_403	S25_SRF	2	0.186741
species_404	S26_SRF	1	0.0873362
species_405	S10_SRF	1	0.06035
species_406	S26_BML	1	0.114025
species_407	S10_SRF	1	0.06035
species_408	S10_BML	6	0.357569
species_408	S10_SRF	1	0.06035
species_408	S25_BML	1	0.0981354
species_408	S25_SRF	5	0.466853
species_408	S26_BML	3	0.342075
species_408	S26_SRF	1	0.0873362
species_408	S8_BML	1	0.0896861
species_408	S8_SRF	2	0.269179
species_409	S25_BML	1	0.0981354
species_409	S25_SRF	1	0.0933707
species_409	S26_BML	1	0.114025
species_409	S26_SRF	1	0.0873362
species_409	S8_BML	1	0.0896861
species_41	S10_BML	4	0.238379
species_41	S10_SRF	23	1.38805
species_41	S25_BML	1	0.0981354
species_41	S25_SRF	4	0.373483
species_41	S26_BML	1	0.114025
species_41	S26_SRF	2	0.174672
species_41	S8_SRF	2	0.269179
species_410	S10_BML	5	0.297974
species_410	S25_BML	1	0.0981354
species_410	S25_SRF	6	0.560224
species_410	S26_SRF	7	0.611354
species_410	S8_BML	5	0.44843
species_410	S8_SRF	1	0.13459
species_411	S26_SRF	1	0.0873362
species_412	S8_SRF	1	0.13459
species_413	S10_BML	3	0.178784
species_413	S10_SRF	4	0.2414
species_413	S25_SRF	10	0.933707
species_413	S26_BML	6	0.684151
species_413	S26_SRF	8	0.69869
species_413	S8_BML	4	0.358744
species_413	S8_SRF	3	0.403769
species_414	S25_BML	1	0.0981354
species_415	S10_SRF	1	0.06035
species_416	S25_BML	1	0.0981354
species_417	S10_BML	1	0.0595948
species_418	S10_BML	1	0.0595948
species_419	S26_BML	1	0.114025
species_42	S10_SRF	1	0.06035
species_42	S26_BML	6	0.684151
species_42	S26_SRF	3	0.262009
species_42	S8_BML	3	0.269058
species_42	S8_SRF	2	0.269179
species_420	S25_SRF	1	0.0933707
species_421	S10_BML	1	0.0595948
species_421	S25_SRF	1	0.0933707
species_421	S26_BML	3	0.342075
species_421	S8_BML	3	0.269058
species_421	S8_SRF	2	0.269179
species_422	S8_SRF	1	0.13459
species_423	S10_BML	1	0.0595948
species_423	S10_SRF	1	0.06035
species_423	S25_BML	1	0.0981354
species_423	S25_SRF	1	0.0933707
species_423	S26_BML	1	0.114025
species_423	S26_SRF	1	0.0873362
species_423	S8_BML	1	0.0896861
species_424	S10_SRF	1	0.06035
species_425	S8_BML	1	0.0896861
species_426	S10_BML	1	0.0595948
species_427	S8_BML	1	0.0896861
species_427	S8_SRF	1	0.13459
species_428	S10_SRF	1	0.06035
species_429	S8_BML	1	0.0896861
species_43	S10_BML	3	0.178784
species_43	S25_SRF	1	0.0933707
species_43	S26_SRF	1	0.0873362
species_43	S8_BML	1	0.0896861
species_43	S8_SRF	2	0.269179
species_430	S10_BML	1	0.0595948
species_430	S26_SRF	1	0.0873362
species_430	S8_SRF	1	0.13459
species_431	S26_BML	2	0.22805
species_432	S25_SRF	1	0.0933707
species_433	S25_BML	1	0.0981354
species_434	S10_BML	1	0.0595948
species_434	S25_BML	1	0.0981354
species_434	S25_SRF	2	0.186741
species_434	S26_SRF	1	0.0873362
species_435	S10_BML	1	0.0595948
species_435	S25_BML	1	0.0981354
species_435	S8_SRF	1	0.13459
species_436	S8_SRF	1	0.13459
species_437	S26_SRF	1	0.0873362
species_438	S26_BML	1	0.114025
species_438	S26_SRF	1	0.0873362
species_439	S10_BML	1	0.0595948
species_44	S10_BML	1	0.0595948
species_44	S25_BML	1	0.0981354
species_440	S10_SRF	1	0.06035
species_441	S10_SRF	1	0.06035
species_442	S25_BML	4	0.392542
species_442	S8_BML	1	0.0896861
species_443	S10_BML	3	0.178784
species_443	S25_BML	2	0.196271
species_443	S25_SRF	1	0.0933707
species_443	S26_SRF	10	0.873362
species_443	S8_BML	4	0.358744
species_444	S8_BML	2	0.179372
species_444	S8_SRF	1	0.13459
species_445	S10_BML	1	0.0595948
species_446	S26_SRF	1	0.0873362
species_447	S25_SRF	1	0.0933707
species_447	S8_SRF	1	0.13459
species_448	S8_BML	1	0.0896861
species_449	S25_BML	1	0.0981354
species_45	S26_BML	2	0.22805
species_450	S10_BML	18	1.07271
species_450	S10_SRF	22	1.3277
species_450	S25_BML	5	0.490677
species_450	S25_SRF	5	0.466853
species_450	S26_BML	4	0.4561
species_450	S26_SRF	7	0.611354
species_450	S8_BML	1	0.0896861
species_450	S8_SRF	1	0.13459
species_451	S26_BML	5	0.570125
species_451	S26_SRF	1	0.0873362
species_451	S8_SRF	1	0.13459
species_452	S25_SRF	1	0.0933707
species_452	S26_SRF	1	0.0873362
species_453	S10_BML	2	0.11919
species_453	S10_SRF	1	0.06035
species_453	S26_BML	1	0.114025
species_453	S26_SRF	1	0.0873362
species_453	S8_BML	1	0.0896861
species_453	S8_SRF	1	0.13459
species_454	S10_BML	9	0.536353
species_454	S10_SRF	9	0.54315
species_454	S25_BML	2	0.196271
species_454	S25_SRF	5	0.466853
species_454	S26_BML	5	0.570125
species_454	S26_SRF	8	0.69869
species_454	S8_BML	1	0.0896861
species_454	S8_SRF	3	0.403769
species_455	S26_BML	1	0.114025
species_456	S10_BML	2	0.11919
species_456	S10_SRF	1	0.06035
species_456	S25_BML	1	0.0981354
species_456	S8_BML	1	0.0896861
species_456	S8_SRF	2	0.269179
species_457	S10_SRF	1	0.06035
species_458	S10_BML	1	0.0595948
species_458	S25_SRF	1	0.0933707
species_458	S26_BML	2	0.22805
species_458	S26_SRF	3	0.262009
species_459	S8_BML	1	0.0896861
species_459	S8_SRF	1	0.13459
species_46	S8_BML	1	0.0896861
species_460	S10_BML	2	0.11919
species_460	S10_SRF	2	0.1207
species_460	S8_SRF	1	0.13459
species_461	S10_BML	2	0.11919
species_461	S10_SRF	2	0.1207
species_461	S25_BML	1	0.0981354
species_461	S25_SRF	1	0.0933707
species_461	S26_BML	1	0.114025
species_462	S10_BML	32	1.90703
species_462	S10_SRF	7	0.42245
species_462	S25_BML	8	0.785083
species_462	S25_SRF	23	2.14753
species_462	S26_BML	6	0.684151
species_462	S26_SRF	18	1.57205
species_462	S8_BML	24	2.15247
species_462	S8_SRF	23	3.09556
species_463	S10_SRF	1	0.06035
species_464	S10_BML	42	2.50298
species_464	S10_SRF	18	1.0863
species_464	S25_BML	3	0.294406
species_464	S25_SRF	19	1.77404
species_464	S26_SRF	1	0.0873362
species_464	S8_BML	10	0.896861
species_464	S8_SRF	7	0.942127
species_465	S10_BML	1	0.0595948
species_466	S10_BML	2	0.11919
species_466	S25_BML	1	0.0981354
species_466	S8_BML	1	0.0896861
species_467	S10_BML	1	0.0595948
species_468	S10_BML	28	1.66865
species_468	S10_SRF	37	2.23295
species_468	S25_BML	1	0.0981354
species_468	S25_SRF	3	0.280112
species_468	S8_BML	5	0.44843
species_468	S8_SRF	3	0.403769
species_469	S8_BML	1	0.0896861
species_47	S26_BML	1	0.114025
species_470	S10_BML	1	0.0595948
species_470	S26_BML	1	0.114025
species_470	S26_SRF	1	0.0873362
species_471	S25_BML	1	0.0981354
species_472	S10_BML	1	0.0595948
species_472	S26_SRF	1	0.0873362
species_473	S10_BML	2	0.11919
species_474	S10_BML	1	0.0595948
species_475	S8_BML	1	0.0896861
species_476	S25_SRF	1	0.0933707
species_477	S10_BML	35	2.08582
species_477	S10_SRF	7	0.42245
species_477	S25_BML	14	1.3739
species_477	S25_SRF	25	2.33427
species_477	S26_BML	5	0.570125
species_477	S26_SRF	8	0.69869
species_477	S8_BML	13	1.16592
species_477	S8_SRF	15	2.01884
species_478	S8_BML	1	0.0896861
species_479	S10_BML	1	0.0595948
species_48	S10_BML	9	0.536353
species_48	S10_SRF	23	1.38805
species_48	S25_SRF	11	1.02708
species_48	S26_SRF	1	0.0873362
species_48	S8_SRF	3	0.403769
species_480	S10_BML	1	0.0595948
species_481	S10_BML	22	1.31108
species_481	S10_SRF	14	0.8449
species_481	S25_BML	37	3.63101
species_481	S25_SRF	25	2.33427
species_481	S26_BML	31	3.53478
species_481	S26_SRF	21	1.83406
species_481	S8_BML	23	2.06278
species_481	S8_SRF	13	1.74966
species_482	S10_BML	1	0.0595948
species_482	S26_SRF	1	0.0873362
species_483	S10_SRF	1	0.06035
species_483	S8_BML	1	0.0896861
species_484	S8_BML	1	0.0896861
species_485	S25_BML	1	0.0981354
species_486	S10_BML	1	0.0595948
species_487	S25_SRF	1	0.0933707
species_488	S25_SRF	1	0.0933707
species_489	S8_BML	1	0.0896861
species_49	S10_BML	1	0.0595948
species_49	S26_SRF	2	0.174672
species_49	S8_BML	1	0.0896861
species_490	S26_SRF	1	0.0873362
species_491	S8_SRF	1	0.13459
species_492	S26_SRF	1	0.0873362
species_493	S10_BML	7	0.417163
species_493	S10_SRF	36	2.1726
species_493	S25_SRF	4	0.373483
